"4420","6053",NULL,"GURU MUDA TK.1","SDN LANDASAN ULIN BARAT 1","1998-10-01","13-02/00050/KEP/X/1998","1998-11-11","BAKN",NULL,NULL,"3",NULL,NULL
"4421","6053",NULL,"GURU MADYA","SDN LANDASAN ULIN BARAT 1","2000-10-01","I-13-01/00021/KEP/X/2000","2000-09-07","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"4422","6053",NULL,"GURU MADYA TK.1","SDN LANDASAN ULIN BARAT 1","2002-10-01","823.3/080.DASIPEG/BKD","2002-09-10","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"4423","6044",NULL,"GURU DEWASA","SDN LANDASAN ULIN TIMUR 2","2008-10-01","823.3/53-DASIPEG/BKD","2008-10-24","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"4424","6053",NULL,"GURU DEWASA","SDN LANDASAN ULIN BARAT 1","2005-04-01","823.3/036.DASIPEG/BKD","2005-03-15","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"4425","6053",NULL,"GURU DEWASA TK.1","SDN LANDASAN ULIN BARAT 2","2007-04-01","823.3/DASIPEG/BKD","2007-04-02","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"4426","6053","1788","GURU MADYA","SDN 1 LANDASAN ULIN BARAT","2009-04-01","823.4/27/S1 2-BKD/2009","2009-03-30","GUBERNUR KALIMANTAN SELATAN","597",NULL,"3",NULL,NULL
"4427","6044","1787","GURU MUDA","SDN 1 LANDASAN ULIN TIMUR","2012-04-01","823.3/206-DASIPEG/BKD&DIKLAT","2012-07-09","WALIKOTA HRIS","578",NULL,"3",NULL,NULL
"4428","6056","1786","GURU PERTAMA","SDN 1 LANDASAN ULIN BARAT","2015-09-01","821/87-BANGPEG/BKD DAN DIKLAT","2015-09-02","KEPALA BKD DAN DIKLAT","597",NULL,"3",NULL,NULL
"4429","6057",NULL,"GURU PRATAMA","SDN MURUNG HST","1982-02-01","013-P-02.02-PEG","1982-01-25","GUBERNUR",NULL,NULL,"3",NULL,NULL
"4430","6057",NULL,"GURU PRATAMA","SDN MURUNG HST","1983-10-01","DKP-IV-2/2017/3/1983","1983-09-30","GUBERNUR",NULL,NULL,"3",NULL,NULL
"4431","6057",NULL,"GURU PRATAMA TK. 1","SDN SUNGAI BESAR 3","1985-04-01","00566/KEP/0.54/85","1985-11-15","BAKN",NULL,NULL,"3",NULL,NULL
"4432","6057",NULL,"GURU MUDA","SDN SUNGAI BESAR 3","1989-04-01","00204/KEP/D54/89/SD","1989-03-11","BAKN",NULL,NULL,"3",NULL,NULL
"4433","6057",NULL,"GURU MUDA TK. 1","SDN SUNGAI BESAR 3","1993-04-01","13-16/02897/KEP/IV/1993	","1993-06-17","BAKN",NULL,NULL,"3",NULL,NULL
"4434","6057",NULL,"GURU MADYA","SDN SUNGAI BESAR 3","1995-10-01","13-16/00056/KEP/X/1995	","1996-01-24","BAKN",NULL,NULL,"3",NULL,NULL
"4435","6057",NULL,"GURU MADYA TK. 1","SDN SUNGAI BESAR 3","1997-10-01","13-16/00088/KEP/X/1997/T","1998-01-14","BAKN",NULL,NULL,"3",NULL,NULL
"4436","6057",NULL,"GURU DEWASA","SDN SUNGAI BESAR 3","1999-10-01","V.13.02.03/036/KEP/X/1997/T","1999-10-26","BAKN",NULL,NULL,"3",NULL,NULL
"4437","6057",NULL,"GURU DEWASA TK. 1","SDN SUNGAI BESAR 3","2002-10-01","823.3/032-DASIPEG/BKD	","2002-03-19","BAKN",NULL,NULL,"3",NULL,NULL
"4438","6057","1788","GURU MADYA","SDN 3 SUNGAI ULIN","2004-04-01","823.4/15-SJ.3-BKD","2004-03-31","GUBERNUR","583",NULL,"3",NULL,NULL
"4439","6018",NULL,"GURU PRATAMA","SMPN GAMBUT","1981-03-01","82845/C/2/1981","1981-06-06","MENTERI P DAN K",NULL,NULL,"3",NULL,NULL
"4440","6018",NULL,"GURU PRATAMA TK I","SMPN GAMBUT","1984-04-01","2237/KEP/C-1/1984","1984-10-25","MENTERI P DAN K",NULL,NULL,"3",NULL,NULL
"4441","6018",NULL,"GURU MUDA","SMPN GAMBUT","1988-04-01","00042/KEP/H54/88/13","1988-03-11","BAKN",NULL,NULL,"3",NULL,NULL
"4442","6018",NULL,"GURU PERTAMA","SMPN GAMBUT","1990-04-01","00116/KEP/H 54/90/13","1990-09-18","BAKN",NULL,NULL,"3",NULL,NULL
"4443","6059","1786","GURU PERTAMA","SMP NEGERI 9 HRIS","2014-04-01","823/518-Dasipeg/BKD - Diklat","2014-03-28","WALIKOTA HRIS","618",NULL,"3",NULL,NULL
"4444","6018",NULL,"GURU MUDA","SMPN GAMBUT","1994-04-01","13-16/03237/KEP/IV/1994","1994-06-08","BAKN",NULL,NULL,"3",NULL,NULL
"4445","6018","1788","GURU MADYA","SMP NEGERI 10 HRIS","2013-10-01","823.4/30/Si.2-BKD/2013","2013-09-30","BAKN","619",NULL,"3",NULL,NULL
"4446","6060",NULL,"GURU MUDA","SDN ANGGREK","1989-04-01","16805364/2/KEP-SD/1990","1989-04-01","BAKN",NULL,NULL,"3",NULL,NULL
"4447","6060",NULL,"GURU MADYA TK. 1","SDN ANGGREK","1993-04-01","13-16/03055/KEP/IV/1993","1993-06-24","BAKN",NULL,NULL,"3",NULL,NULL
"4448","6060",NULL,"GURU MADYA","SDN LOKTABAT 3","1996-04-01","13-16/00065/KEP/IV/1996","1996-06-27","BAKN",NULL,NULL,"3",NULL,NULL
"4449","6060",NULL,"GURU MADYA TK. 1","SDN LOKTABAT 3","1998-04-01","V.13-02/00086/KEP/IV/1998","1998-06-30","BAKN",NULL,NULL,"3",NULL,NULL
"4450","6060",NULL,"GURU DEWASA","SDN LOKTABAT 3","2000-04-01","V.13-0203/065/KEP/IV/2000/T","2000-06-27","BAKN",NULL,NULL,"3",NULL,NULL
"4451","6060",NULL,"GURU DEWASA TK. 1","SDN LOKTABAT 3","2002-10-01","823.3/DASIPEG/BKD","2002-11-17","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4452","6060","1788","GURU MADYA","SDN 3 SUNGAI ULIN","2005-04-01","823.4/06-SI.3/BKD","2005-03-07","GUBERNUR","583",NULL,"3",NULL,NULL
"4453","6064","1786","GURU PERTAMA","SMP NEGERI 9 HRIS","2013-10-01","823/157-Dasipeg/BKD-Diklat","2013-09-30","WALIKOTA HRIS","618",NULL,"3",NULL,NULL
"4454","6063",NULL,"GURU SD","BATOLA","1986-10-01","00118/KEP/G.54/86	","1986-09-01","BAKN",NULL,NULL,"3",NULL,NULL
"4455","6063",NULL,"GURU MUDA","SDN HRIS KOTA 7","1990-10-01","1601464/KEP/SD/90","1990-09-15","BAKN",NULL,NULL,"3",NULL,NULL
"4456","6063",NULL,"GURU MUDA TK.I","SDN HRIS KOTA 7","1993-10-01","13-16/05245/KEP/X/1993","1994-01-19","BAKN",NULL,NULL,"3",NULL,NULL
"4457","6063",NULL,"GURU MADYA","SDN HRIS KOTA 7","1996-04-01","13-16/00048/KEP/IV/1996","1996-06-17","BAKN",NULL,NULL,"3",NULL,NULL
"4458","6063",NULL,"GURU MADYA TK. 1","SDN HRIS KOTA 7","1998-04-01","V.13-02/00134/KEP/IV/1998/T","1998-07-01","BAKN",NULL,NULL,"3",NULL,NULL
"4459","6063",NULL,"GURU DEWASA","SDN HRIS KOTA 7","2000-04-01","V.13-2.03/065/KEP/IV/2000","2000-07-27","BAKN",NULL,NULL,"3",NULL,NULL
"4460","6063",NULL,"GURU DEWASA TK.I","SDN HRIS KOTA 7","2002-10-01","823.3/080/DASIPEG/BKD","2002-09-17","BAKN",NULL,NULL,"3",NULL,NULL
"4461","6063","1788","GURU MADYA","SDN 3 SUNGAI ULIN","2004-10-01","823.4/05-SI.3-BKD","2004-09-30","GUBERNUR","583",NULL,"3",NULL,NULL
"4462","6062",NULL,"GURU MUDA TK I","SLTPN 27 BANJARMASIN","1998-03-17","2182/KEP/C.1/1998","1998-03-17","KEPALA KANTOR",NULL,NULL,"3",NULL,NULL
"4463","6062",NULL,"GURU DEWASA","SLTPN 10","2003-04-22","829.3/045-DASIPEG/BKD","2003-04-22","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4464","6062",NULL,"GURU PEMBINA","SMPN 10 HRIS","2008-11-18","821/238-BANGDIK/BKD","2008-11-18","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4465","6062","1788","GURU MADYA","SMP NEGERI 10 HRIS","2012-12-28","821/381-BANGPEG/BKD DAN DILAT","2012-12-28","WALIKOTA","619",NULL,"3",NULL,NULL
"4466","6066",NULL,"GURU MUDA","SDN MALI-MALI","1991-10-01","13-16/02033/KEP/X/1991","1970-01-01","BAKN",NULL,NULL,"3",NULL,NULL
"4467","6066",NULL,"GURU MUDA TK. 1","SDN SUNGAI BESAR 3","1994-10-01","13-16/00791/KEP/X/1994","1994-10-27","BAKN",NULL,NULL,"3",NULL,NULL
"4468","6066",NULL,"GURU MADYA","SDN SUNGAI BESAR 3","1997-04-01","13-16/00159/KEP/IV/1997/T	","1997-07-07","BAKN",NULL,NULL,"3",NULL,NULL
"4469","6066",NULL,"GURU MADYA TK. 1","SDN SUNGAI BESAR 3","1999-04-01","V.13-02.03/022/KEP/IX/1999/T	","1999-06-22","BAKN",NULL,NULL,"3",NULL,NULL
"4470","6061",NULL,"GURU MUDA","SMON 1 AWAYAN","1989-02-01","0636/KEP/E-4/1989","1989-03-27","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"4471","6066",NULL,"GURU DEWASA","SDN SUNGAI BESAR 3","2001-10-01","823.3/016-DASIPEG/BKD","2001-12-20","BAKN",NULL,NULL,"3",NULL,NULL
"4472","6066",NULL,"GURU DEWASA TK. 1","SDN SUNGAI BESAR 3","2004-04-01","823.3/033-DASIPEG/BKD","2004-03-29","BAKN",NULL,NULL,"3",NULL,NULL
"4473","6061",NULL,"GURU MUDA TK I","SMPN 1 AWAYAN","1992-12-17","13-16/02121/KEP/X//1992","1992-12-17","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"4474","6066","1788","GURU MADYA","SDN 3 SUNGAI ULIN","2007-09-20","823.4/01-SI.3-BKD","2007-09-20","BAKN","583",NULL,"3",NULL,NULL
"4475","6061",NULL,"GURU MADYA","SMPN 1 AWAYAN","1996-04-01","13-16/00065/KEP/IV/1996","1996-06-21","BAKN",NULL,NULL,"3",NULL,NULL
"4476","6061",NULL,"GURU MADYA TK I","SMPN 1 AWAYAN","1999-10-01","1659/KEP/E-1/1999","1999-09-29","MENTERI P DAN K",NULL,NULL,"3",NULL,NULL
"4477","6061",NULL,"GURU DEWASA","SMPN 10 HRIS","2001-10-01","823./016-DASIPEG/BKD","2001-12-20","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4478","6061",NULL,"GURU DEWASA TK I","SMPN 10 HRIS","2004-04-01","823.3/033-DASIPEG/BKD","2004-03-29","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4479","6061",NULL,"GURU PEMBINA","SMPN 10 HRIS","2006-10-01","823.4/06-SI.3-BKD","2006-09-20","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4480","6061","1788","GURU MADYA","SMP NEGERI 10 HRIS","2012-12-20","821/381-BANGPEG/BKD DAN DIKLAT","2012-12-20","WALIKOTA","619",NULL,"3",NULL,NULL
"4481","6058",NULL,"GURU PERTAMA TK.I","SDN BRATAYUDA","1985-03-01","813.2-2-16-04-SAT/PEG","1985-02-25","GUBERNUR KALSEL",NULL,NULL,"3",NULL,NULL
"4482","6058",NULL,"GURU PERTAMA TK.I","SDN LANDASAN ULIN TENGAH I","1986-08-01","821.2/2137-16-SAT/PEG","1986-07-31","GUBERNUR KALSEL",NULL,NULL,"3",NULL,NULL
"4483","6067",NULL,"GURU PRATAMA","SDN SEBAMBAN 3","1986-02-01","821.2/888-16-SAT/DPK","1986-01-30","GUBERNUR",NULL,NULL,"3",NULL,NULL
"4484","6067",NULL,"GURU PRATAMA TK. 1","SDN SEBAMBAN 3","1987-10-01","00453/KEP/J54/87/SD","1990-12-31","BAKN",NULL,NULL,"3",NULL,NULL
"4485","6067",NULL,"GURU MUDA","SDN SUNGAI BESAR 3","1991-10-01","13-16/02022/KEP/X/1991","1991-09-02","BAKN",NULL,NULL,"3",NULL,NULL
"4486","6067",NULL,"GURU MUDA TK. 1","SDN SUNGAI BESAR 3","1994-10-01","13-16/00790/KEP/X/1994","1994-10-27","BAKN",NULL,NULL,"3",NULL,NULL
"4487","6067",NULL,"GURU MADYA","SDN SUNGAI BESAR 3","1997-04-01","13-16/00159/KEP/IV/1997/T	","1997-07-09","BAKN",NULL,NULL,"3",NULL,NULL
"4488","6067",NULL,"GURU MADYA TK. 1","SDN SUNGAI BESAR 3","1999-04-01","V.13-02.3/022/KEP/IV1999/T	","1999-06-22","BAKN",NULL,NULL,"3",NULL,NULL
"4489","6067",NULL,"GURU DEWASA","SDN SUNGAI BESAR 3","2001-10-01","823.3/016-DASIPEG/BKD	","2001-12-20","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4490","6067",NULL,"GURU DEWASA TK. 1","SDN SUNGAI BESAR 3","2004-04-01","823.3/033-DASIPEG/BKD","2004-03-29","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4491","6067","1788","GURU MADYA","SDN 3 SUNGAI ULIN","2007-10-01","823.4/01-SI.3-BKD","2007-09-20","GUBERNUR","583",NULL,"3",NULL,NULL
"4492","6058",NULL,"GURU PERTAMA TK.I","SDN LANDASAN ULIN TENGAH I","1988-04-01","00455/KEP/H.54/88/SD","1988-03-01","KEPALA BADAN KEPEGAWAIAN NEGARA",NULL,NULL,"3",NULL,NULL
"4493","6058",NULL,"GURU MUDA","SDN LANDASAN ULIN TENGAH I","1992-04-01","13-16-2953/KEP/N/1992","1992-02-03","KEPALA BADAN ADMINISTRASI KEPEGAWAIAN NEGARA",NULL,NULL,"3",NULL,NULL
"4494","6055",NULL,"GURU PRATAMA","SDN INPRES BASARANG","1989-02-01","TGT.1290.111.13/31","1989-01-24","GUBERNUR KALTENG",NULL,NULL,"3",NULL,NULL
"4495","6055",NULL,"GURU PRATAMA TK. I","SDN INPRES BASARANG","1991-04-01","15000366/KEP/SD/91","1991-03-01","BAKN",NULL,NULL,"3",NULL,NULL
"4496","6058",NULL,"GURU MUDA","SDN LANDASAN ULIN TENGAH I","1995-04-01","13-16/02973/KEP/N/1995","1995-06-07","KEPALA BADAN ADMINISTRASI KEPEGAWAIAN NEGARA",NULL,NULL,"3",NULL,NULL
"4497","6055",NULL,"GURU MUDA","SDN SUNGAI BESAR 5","1994-10-01","13-16/C/4542/KEP/X/1994","1994-12-28","KEPALA BAKN",NULL,NULL,"3",NULL,NULL
"4498","6058",NULL,"GURU MADYA","SDN LANDASAN ULIN TENGAH I","1997-10-01","13-16/00099/KEP/X/1997/T","1998-03-11","KEPALA BADAN ADMINISTRASI KEPEGAWAIAN NEGARA",NULL,NULL,"3",NULL,NULL
"4499","6055",NULL,"GURU MUDA TK. I","SDN SUNGAI BESAR 5","1997-10-01","13-16/00099/KEP/X/1997/T","1998-02-11","KEPALA BAKN",NULL,NULL,"3",NULL,NULL
"4500","6055",NULL,"GURU MADYA","SDN ANJIR SERAPAT LAMA ","2000-04-01","V-13-02-04/002/KEP/IV/2000/T","2000-02-22","KEPALA BAKN",NULL,NULL,"3",NULL,NULL
"4501","6058",NULL,"GURU MADYA","SDN LANDASAN ULIN TENGAH I","1999-10-01","V.13-02.03/017/KEP/X/1999/T","1999-10-11","KEPALA BADAN ADMINISTRASI KEPEGAWAIAN NEGARA",NULL,NULL,"3",NULL,NULL
"4502","6055",NULL,"GURU MADYA TK. I","SDN ANJIR SERAPAT LAMA","2003-04-01","823.3/02-SI/BKD","2003-03-20","BUPATI BATOLA",NULL,NULL,"3",NULL,NULL
"4503","6055",NULL,"GURU DEWASA","SDN LANDASAN ULIN BARAT 1","2006-10-01","823.3/043-DASIPEG/BKD","2006-09-25","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"4504","6055",NULL,"GURU DEWASA TK. I","SDN LANDASAN ULIN BARAT 1","2008-10-01","823.3/50-DASIPEG/BKD","2008-09-08","WALIKOTA BANJARABRY",NULL,NULL,"3",NULL,NULL
"4505","6055","1788","GURU MADYA","SDN 1 LANDASAN ULIN BARAT","2010-10-01","823.4/11/SI.2-BKD/2010","2010-09-30","GUBERNUR KALSEL","597",NULL,"3",NULL,NULL
"4506","6058",NULL,"GURU DEWASA","SDN LANDASAN ULIN TENGAH I","2001-10-01","823.3/016-DASIPEG/BKD","2001-12-20","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"4507","6058",NULL,"GURU DEWASA","SDN LANDASAN ULIN TENGAH I","2003-10-01","823.3/092-DASIPEG/BKD","2003-09-18","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"4508","6058","1788","GURU MADYA","SDN 1 LANDASAN ULIN TIMUR","2005-10-01","823.4/13-SI.3-BKD","2005-09-29","GUBERNUR KALSEL","578",NULL,"3",NULL,NULL
"4509","6069",NULL,"GURU PRATAMA","SMPN PENGARON","1989-02-01","0842/KEP/C-4/1989","1989-04-08","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"4510","6069",NULL,"GURU PRATAMA","SMPN PENGARON","1990-12-01","1812/KEP/C-1/1990","1990-11-01","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"4511","6069",NULL,"GURU MUDA","SMPN 5 HRIS","1992-04-01","13-16/01588/KEP/IV/1997","1992-02-03","BAKN",NULL,NULL,"3",NULL,NULL
"4512","6069",NULL,"GURU MUDA","SMPN 5","1995-04-01","13-16/03383/KEP/IV/1995","1995-06-14","BAKN",NULL,NULL,"3",NULL,NULL
"4513","6069",NULL,"GURU PERTAMA","SMPN 5","1997-04-01","13-16/00168/KEP/IV/1997/T","1997-07-14","BAKN",NULL,NULL,"3",NULL,NULL
"4514","6069",NULL,"GURU PERTAMA","SMPN 5","1999-04-01","V.13-02-03/024/KEP/IV/1999/T","1999-06-22","BAKN",NULL,NULL,"3",NULL,NULL
"4515","6069",NULL,"GURU MUDA","SMPN 5","2001-10-01","823.3/019-DASIPEG/BKD","2001-12-20","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4516","6069",NULL,"GURU MUDA","SMPN 5","2003-10-01","823.3/092.DASIPEG/BKD","2003-09-18","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4517","6071",NULL,"GURU MADYA","SDN 3 BANGKAL","2006-04-01","813.3/026-DASIPEG-BKD","2006-05-18","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4518","6069","1788","GURU MADYA","SMP NEGERI 5 HRIS","2005-10-01","823.4/13.SI/BKD","2005-09-29","GUBERNUR","613",NULL,"3",NULL,NULL
"4519","6071",NULL,"GURU MADYA TK. 1","SDN 3 BANGKAL","2009-04-01","823.3/073-DASIPEG/BKD","2009-04-17","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4520","6071","1787","GURU MUDA","SDN 3 SUNGAI ULIN","2012-10-01","823.3/057-DASIPEG/BKD-DIKLAT","2012-12-28","WALIKOTA","583",NULL,"3",NULL,NULL
"4521","6070",NULL,"GURU PRATAMA","SDN MANTANGAI I","1989-04-01","1571.11.13/30","1989-08-15","GUBERNUR",NULL,NULL,"3",NULL,NULL
"4522","6070",NULL,"GURU PRATAMA TINGKAT I","SDN MANTANGAI I","1991-04-01","150046/KEP/SD/91","1991-03-01","BAKN",NULL,NULL,"3",NULL,NULL
"4523","6070",NULL,"GURU PRATAMA TINGKAT I","SDN SUNGAI KUPANG PALAS 3","1991-12-01","824.2/530-16-SAT/DPK","1991-07-20","GUBERNUR",NULL,NULL,"3",NULL,NULL
"4524","6070",NULL,"GURU MUDA","SDN SUNGAI KUPANG PALAS 3","1995-12-01","13-16/013.81/KEP/IV/1995","1995-05-03","BAKN",NULL,NULL,"3",NULL,NULL
"4525","6070",NULL,"GURU MUDA TINGKAT I","SDN SUNGAI KUPANG PALAS 3","1995-04-01","13-1600081/KEP/IV/1997/T/PB","1997-05-30","BAKN",NULL,NULL,"3",NULL,NULL
"4526","6072",NULL,"GURU MUDA","SMPN 1","1993-11-01","3443/KEP/C-1/1993","1993-10-12","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"4527","6072",NULL,"GURU MUDA TK.I","SMPN 1","1995-10-01","13-16/00024/KEP/X/1995","1995-01-03","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"4528","6070",NULL,"GURU MUDA TINGKAT I","SDN GUNTUNG PAYUNG 5","1997-05-01","824.2/89-16-SAT/DPK","1987-04-22","GUBERNUR",NULL,NULL,"3",NULL,NULL
"4529","6072",NULL,"GURU PERTAMA","SMPN 1","1997-10-01","13-16/00008/KEP/X/1997/T","1997-09-20","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"4530","6038",NULL,"GURU PRATAMA","SDN SUNGAI PUNGGU BARU 1","1991-11-01"," 813.12.16-19-SAT/PEG","1989-10-25","GUBERNUR KEPALA DAERAH TK I",NULL,NULL,"3",NULL,NULL
"4531","6070",NULL,"GURU MUDA TINGKAT I","SDN GUNTUNG PAYUNG 5","1997-04-01","13-16/00081","1997-05-05","BAKN",NULL,NULL,"3",NULL,NULL
"4532","6072",NULL,"GURU PERTAMA","SMPN 1","1999-10-01","V.13-02-03/024/KEP/X/97/T","1999-10-27","BKN",NULL,NULL,"3",NULL,NULL
"4533","6072",NULL,"GURU MUDA","SMPN 1","2001-10-01","823.3/016-DASIPEG/BKD","2001-12-20","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4534","6070",NULL,"GURU MADYA","SDN GUNTUNG PAYUNG 5","1999-10-01","V-13-02-03/053/KEP/X/1999/T","1999-08-03","BAKN",NULL,NULL,"3",NULL,NULL
"4535","6073",NULL,"GURU PERTAMA","SDN SUNGAI BESAR 4","2009-03-01","813.3/069-DASIPEG/BAPEGDIKLATDA","2009-04-01","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4536","6038",NULL,"GURU PRATAMA TK I","SDN ANJIR MUARA KOTA 2","1996-10-01","821/1849-16-SAT/DPK","1991-03-21","BAKN",NULL,NULL,"3",NULL,NULL
"4537","6072",NULL,"GURU MUDA","SMPN 1","2003-10-01","823.3/092-DASIPEG/BKD","2003-12-18","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4538","6070",NULL,"GURU MADYA TINGKAT I","SDN GUNTUNG PAYUNG 5","2001-10-01","823.3/016-DASIPEG/BKD","2001-12-20","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4539","6073","1786","GURU PERTAMA","SDN 3 SUNGAI ULIN","2013-04-01","823.3/143.DASIPEG/BKD-DIKLAT","2013-04-01","WALIKOTA","583",NULL,"3",NULL,NULL
"4540","6070",NULL,"GURU DEWASA","SDN GUNTUNG PAYUNG 5","2003-09-17","823.3/092-DASIPEG/BKD","2003-10-01","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4541","6072","1788","GURU MADYA","SMP NEGERI 5 HRIS","2005-10-01","823.4/13-SI.3-BKD","2005-09-29","GUBERNUR","613",NULL,"3",NULL,NULL
"4542","6070",NULL,"GURU DEWASA TINGKAT I","SDN GUNTUNG PAYUNG 5","2005-10-01","823.3/081-DASIPEG/BKD","2005-09-22","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4543","6070","1788","GURU MADYA","SDN 4 GUNTUNG MANGGIS","2008-04-01","823.4/14-SI.3-BKD","2008-04-01","GUBERNUR","573",NULL,"3",NULL,NULL
"4544","6038",NULL,"GURU MUDA","SDN ANJIR MUARA KOTA 2","1996-10-01","13-16/000102/KEP/X/1997/T","1996-02-11","BAKN",NULL,NULL,"3",NULL,NULL
"4545","6068",NULL,"GURU PERTAMA","SLTPN 5 KOTA BARU","1998-02-01","3708/A2/KP/1998","1998-02-09","MENTRI P DAN K",NULL,NULL,"3",NULL,NULL
"4546","6068",NULL,"GURU PERTAMA","SLTPN 10","2002-10-01","327/KEP/C-1/1999","1999-03-03","MENTRI P DAN K",NULL,NULL,"3",NULL,NULL
"4547","6038",NULL,"GURU MUDA TK I","SDN ANJIR MUARA KOTA 2","1999-10-01","V.13-02.04/012/KEP/IX/1999/T","1999-10-05","BAKN",NULL,NULL,"3",NULL,NULL
"4548","6068",NULL,"GURU MUDA","SLTPN 10","2006-04-01","823.3/022-DASIPEG/BKD","2006-03-29","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4549","6068","1788","GURU MADYA","SMP NEGERI 10 HRIS","2010-10-01","823.4/11/SI.2-BKD/2010","2010-09-30","GUBERNUR","619",NULL,"3",NULL,NULL
"4550","6038",NULL,"GURU PERTAMA","SDN ANJIR MUARA KOTA 2","2001-10-01","823.3/02-SI/BKD ","2001-10-16","BUPATI",NULL,NULL,"3",NULL,NULL
"4551","6038",NULL,"GURU PERTAMA","SDN ANJIR MUARA KOTA 2","2003-10-01"," 823.3/02 Si-BKD","2003-09-10"," BUPATI",NULL,NULL,"3",NULL,NULL
"4552","6038",NULL,"GURU MUDA","SDN ANJIR MUARA KOTA 2","2006-04-01","823.3/03 SI.2/BKD","2006-03-20"," BUPATI",NULL,NULL,"3",NULL,NULL
"4553","6038",NULL,"GURU MUDA ","SDN LANDASAN ULIN BARAT 2 ","2008-10-10"," 823.3/050-DASIPEG/BKD","2008-09-08","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"4554","6038","1788","GURU MADYA","SDN 3 LANDASAN ULIN TIMUR","2010-10-01","823.4/II/SI-2-BKD/2010","2010-09-30","GUBERNUR KALIMANTAN SELATAN","584",NULL,"3",NULL,NULL
"4555","6076",NULL,"GURU MUDA","AMP 1 PAGATAN","1989-02-01","0543/KEK/C-4/1989","1989-03-23","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"4556","6076",NULL,"GURU MUDA","SMP NEGERI 8","1996-06-01","427/KEP/C-1/1996","1996-05-10","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"4557","6076",NULL,"GURU MADYA","SMP 14","2008-06-01","825/136/BANGDIK/BKD","2008-06-25","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4558","6076",NULL,"GURU MADYA","SMP 15","2010-01-01","824/03-BANGPEG/BAPEGDIKLATDA","2010-01-06","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4559","6076","1788","GURU MADYA","SMP NEGERI 5 HRIS","2013-07-31","824/201-BANGPEG/BKD-DIKLAT","2013-07-31","WALIKOTA","613",NULL,"3",NULL,NULL
"4560","6075",NULL,"GURU PERTAMA","SMPN 1 CANDI LARAS","1999-03-01","9153/A1/KP/99","1970-01-01","MENTERI P DAN K",NULL,NULL,"3",NULL,NULL
"4561","6075",NULL,"GURU PERTAMA","SMPN 10","2005-03-31","825/3D/BANGDIK/BKD","2005-03-31","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4562","6075",NULL,"GURU MUDA","SMPN 10","2006-10-01","823.3/043-DASIPEG/BKD","2006-09-25","WALIKOTA",NULL,NULL,"3",NULL,NULL
"4563","6077",NULL,"GURU PRATAMA","SDN MARABAHAN 1","2005-01-01","813.2/035.BANGPEG.1/BKD","2005-03-15","BUPATI BATOLA",NULL,NULL,"3",NULL,NULL
"4564","6075","1788","GURU MADYA","SMP NEGERI 10 HRIS","2012-10-01","823.4/22/SI.2-BKD/2012","2012-09-28","GUBERNUR","619",NULL,"3",NULL,NULL
"4565","6077",NULL,"GURU MUDA","SDN MARABAHAN 1","2008-04-01","823.2/02-SI.2/BKD","2008-03-28","BUPATI BATOLA",NULL,NULL,"3",NULL,NULL
"4566","6074",NULL,"GURU PRATAMA","SDN PATMARAGA","1985-11-01","DPK-IV-2/3901/3/1985","1985-10-30","GUBERNUR",NULL,NULL,"3",NULL,NULL
